query_name,chromosome,position,reference_end,length,cigar,coverage
SRR14041381.3021130,NW_003526941.1,7088796,7088921,-4176157,125M,640
SRR14041381.936647,NW_003526941.1,7088797,7088922,11785,125M,649
SRR14041381.17556212,NW_003526941.1,7088797,7088922,11783,125M,649
SRR14041381.24785567,NW_003526941.1,7088797,7088922,3342,125M,649
SRR14041381.9695947,NW_003526941.1,7088797,7088923,-4176124,76M1D49M,649
SRR14041381.20662531,NW_003526941.1,7088797,7088923,-5497252,105M1D20M,649
SRR14041381.13407834,NW_003526941.1,7088798,7088924,11774,75M1D50M,660
SRR14041381.24979172,NW_003526941.1,7088798,7088923,3311,125M,660
SRR14041381.29976684,NW_003526941.1,7088798,7088923,-4176131,125M,660
SRR14041381.7495124,NW_003526941.1,7088799,7088924,11789,125M,666
SRR14041381.7746871,NW_003526941.1,7088799,7088924,11794,125M,666
SRR14041381.9844207,NW_003526941.1,7088799,7088924,-99912,125M,666
SRR14041381.11597769,NW_003526941.1,7088799,7088924,11795,125M,666
SRR14041381.12844549,NW_003526941.1,7088799,7088924,11814,125M,666
SRR14041381.13928064,NW_003526941.1,7088799,7088924,-38904,125M,666
SRR14041381.24497574,NW_003526941.1,7088799,7088924,3325,125M,666
SRR14041381.30924846,NW_003526941.1,7088799,7088924,-99940,125M,666
SRR14041381.2047054,NW_003526941.1,7088800,7088926,3328,73M1D52M,683
SRR14041381.3293522,NW_003526941.1,7088800,7088925,11775,125M,683
SRR14041381.16674555,NW_003526941.1,7088800,7088925,3368,125M,683
SRR14041381.26254744,NW_003526941.1,7088800,7088925,3338,125M,683
SRR14041381.3807117,NW_003526941.1,7088801,7088926,3368,125M,692
SRR14041381.4611421,NW_003526941.1,7088801,7088926,3333,125M,692
SRR14041381.10357370,NW_003526941.1,7088801,7088926,3345,125M,692
SRR14041381.14182621,NW_003526941.1,7088801,7088926,3372,125M,692
SRR14041381.27676426,NW_003526941.1,7088801,7088926,11780,125M,692
SRR14041381.9252779,NW_003526941.1,7088801,7088926,-4176136,125M,692
SRR14041381.13753774,NW_003526941.1,7088801,7088926,-4176158,125M,692
SRR14041381.25053,NW_003526941.1,7088802,7088927,11846,125M,706
SRR14041381.2304540,NW_003526941.1,7088802,7088927,11837,125M,706
SRR14041381.21723430,NW_003526941.1,7088802,7088927,11843,125M,706
SRR14041381.32922291,NW_003526941.1,7088802,7088927,11779,125M,706
SRR14041381.558771,NW_003526941.1,7088803,7088928,11840,125M,714
SRR14041381.19727415,NW_003526941.1,7088803,7088928,3328,125M,714
SRR14041381.15621867,NW_003526941.1,7088803,7088928,-39405,125M,714
SRR14041381.22647974,NW_003526941.1,7088803,7088928,-4176165,125M,714
SRR14041381.2519664,NW_003526941.1,7088804,7088929,3325,125M,723
SRR14041381.4652352,NW_003526941.1,7088804,7088929,11835,125M,723
SRR14041381.1330609,NW_003526941.1,7088805,7088930,3311,125M,730
SRR14041381.8610646,NW_003526941.1,7088805,7088930,3320,125M,730
SRR14041381.10667477,NW_003526941.1,7088805,7088930,3353,125M,730
SRR14041381.17966248,NW_003526941.1,7088805,7088930,3329,125M,730
SRR14041381.20083856,NW_003526941.1,7088805,7088931,3367,68M1D57M,730
SRR14041381.21375548,NW_003526941.1,7088805,7088930,11796,125M,730
SRR14041381.3910360,NW_003526941.1,7088806,7088931,11781,125M,742
SRR14041381.16605566,NW_003526941.1,7088806,7088932,3341,67M1D58M,742
SRR14041381.31722740,NW_003526941.1,7088806,7088931,-39411,125M,742
SRR14041381.24293643,NW_003526941.1,7088807,7088932,11815,125M,748
SRR14041381.27459689,NW_003526941.1,7088807,7088932,3310,125M,748
SRR14041381.17211852,NW_003526941.1,7088807,7088932,-39421,125M,748
SRR14041381.24926347,NW_003526941.1,7088808,7088933,11798,125M,759
SRR14041381.10746068,NW_003526941.1,7088808,7088933,-4176171,125M,759
SRR14041381.25734915,NW_003526941.1,7088808,7088933,-39404,125M,759
SRR14041381.17258736,NW_003526941.1,7088809,7088934,11785,125M,769
SRR14041381.23313508,NW_003526941.1,7088809,7088934,11770,125M,769
SRR14041381.4096667,NW_003526941.1,7088810,7088936,3360,63M1D62M,780
SRR14041381.16144802,NW_003526941.1,7088810,7088935,3342,125M,780
SRR14041381.27767453,NW_003526941.1,7088810,7088935,3355,125M,780
SRR14041381.3566148,NW_003526941.1,7088811,7088936,-38911,125M,792
SRR14041381.13997068,NW_003526941.1,7088811,7088936,-4176174,125M,792
SRR14041381.23841818,NW_003526941.1,7088811,7088936,-4176163,125M,792
SRR14041381.22361529,NW_003526941.1,7088812,7088937,-39412,125M,802
SRR14041381.28485322,NW_003526941.1,7088812,7088937,-4176173,125M,802
SRR14041381.15016832,NW_003526941.1,7088813,7088930,-99976,117M8S,812
SRR14041381.11341977,NW_003526941.1,7088814,7088939,-4176157,125M,826
SRR14041381.16594909,NW_003526941.1,7088814,7088939,-39411,125M,826
SRR14041381.22523282,NW_003526941.1,7088814,7088939,-4176161,125M,826
SRR14041381.9226404,NW_003526941.1,7088815,7088940,-4176149,125M,839
SRR14041381.24825983,NW_003526941.1,7088815,7088940,-4176154,125M,839
SRR14041381.27095469,NW_003526941.1,7088816,7088941,-4176182,125M,842
SRR14041381.26518618,NW_003526941.1,7088825,7088950,-4176171,125M,902
SRR14041381.4110635,NW_003526941.1,7088826,7088951,-38927,125M,907
SRR14041381.10692199,NW_003526941.1,7088827,7088952,-38918,125M,912
SRR14041381.20204865,NW_003526941.1,7088827,7088952,-38897,125M,912
SRR14041381.26370390,NW_003526941.1,7088833,7088958,-38942,125M,945
SRR14041381.29165857,NW_003526941.1,7088833,7088958,-1027459,125M,945
SRR14041381.11468654,NW_003526941.1,7088834,7088959,-38925,125M,954
SRR14041381.31568307,NW_003526941.1,7088834,7088959,-38947,125M,954
SRR14041381.19185215,NW_003526941.1,7088834,7088959,335283,125M,954
SRR14041381.6435346,NW_003526941.1,7088835,7088960,-38929,125M,959
SRR14041381.31085122,NW_003526941.1,7088835,7088960,-38948,125M,959
SRR14041381.30093671,NW_003526941.1,7088836,7088961,-38946,125M,958
SRR14041381.4827347,NW_003526941.1,7088837,7088962,-38941,125M,958
SRR14041381.24076298,NW_003526941.1,7088837,7088962,-38925,125M,958
SRR14041381.11788458,NW_003526941.1,7088842,7088964,335283,122M3S,957
SRR14041381.29628970,NW_003526941.1,7088843,7088964,-38909,121M4S,953
SRR14041381.799156,NW_003526941.1,7088844,7088964,-38946,120M5S,950
SRR14041381.21420040,NW_003526941.1,7088844,7088964,-38956,120M5S,950
SRR14041381.8889025,NW_003526941.1,7088845,7088964,-38936,119M6S,956
SRR14041381.12908855,NW_003526941.1,7088845,7088970,-38919,125M,956
SRR14041381.13823130,NW_003526941.1,7088887,7088930,-5497152,43M82H,785
SRR14041381.16355448,NW_003526941.1,7089360,7089485,3167,125M,411
SRR14041381.25590352,NW_003526941.1,7089360,7089485,3166,125M,411
SRR14041381.26749296,NW_003526941.1,7089365,7089490,3162,125M,425
SRR14041381.24348922,NW_003526941.1,7089379,7089504,3138,125M,441
SRR14041381.28230377,NW_003526941.1,7089392,7089517,-100925,125M,422
SRR14041381.18976687,NW_003526941.1,7089914,7090039,-1383,125M,254
SRR14041381.32313264,NW_003526941.1,7089938,7090063,-40559,125M,264
SRR14041381.24061393,NW_003526941.1,7089939,7090064,-40567,125M,265
SRR14041381.3187139,NW_003526941.1,7089944,7090069,-40568,125M,266
SRR14041381.31505197,NW_003526941.1,7089952,7090077,-40565,125M,269
SRR14041381.3768221,NW_003526941.1,7089967,7090092,-902312,125M,272
SRR14041381.7917590,NW_003526941.1,7089983,7090108,-40539,125M,276
SRR14041381.21762500,NW_003526941.1,7089983,7090108,-40537,125M,276
SRR14041381.23618055,NW_003526941.1,7090018,7090143,-1864,125M,280
SRR14041381.5494191,NW_003526941.1,7090019,7090144,-1882,125M,283
SRR14041381.10301843,NW_003526941.1,7090741,7090866,-284541,125M,75
SRR14041381.16223261,NW_003526941.1,7090741,7090866,-284572,125M,75
SRR14041381.5157976,NW_003526941.1,7090742,7090864,-284524,3S122M,82
SRR14041381.16781509,NW_003526941.1,7090742,7090864,-284575,3S122M,82
SRR14041381.25466523,NW_003526941.1,7090742,7090867,-284526,125M,82
SRR14041381.26056795,NW_003526941.1,7090742,7090864,-284558,3S122M,82
SRR14041381.32538350,NW_003526941.1,7090742,7090867,-284534,125M,82
SRR14041381.18606056,NW_003526941.1,7090743,7090869,-2292,44M1D81M,91
SRR14041381.11118,NW_003526941.1,7090744,7090869,-284599,125M,94
SRR14041381.273003,NW_003526941.1,7090744,7090869,-284579,125M,94
SRR14041381.18214146,NW_003526941.1,7090744,7090870,-2787,43M1D82M,94
SRR14041381.6304041,NW_003526941.1,7090747,7090872,-284573,125M,104
SRR14041381.28373605,NW_003526941.1,7090748,7090873,-284554,125M,107
SRR14041381.30059088,NW_003526941.1,7090748,7090873,-284598,125M,107
SRR14041381.1204180,NW_003526941.1,7090752,7090877,-284569,125M,120
SRR14041381.31200624,NW_003526941.1,7090752,7090877,-284579,125M,120
SRR14041381.5069486,NW_003526941.1,7090753,7090878,-284572,125M,121
SRR14041381.5015326,NW_003526941.1,7090756,7090881,-284584,125M,131
SRR14041381.25079965,NW_003526941.1,7090756,7090881,-284605,125M,131
SRR14041381.30612711,NW_003526941.1,7090756,7090881,-284599,125M,131
SRR14041381.16181840,NW_003526941.1,7090757,7090882,-284580,125M,136
SRR14041381.24234131,NW_003526941.1,7090760,7090885,-284557,125M,144
SRR14041381.803177,NW_003526941.1,7090764,7090889,-284556,125M,155
SRR14041381.25788068,NW_003526941.1,7090765,7090890,-284596,125M,161
SRR14041381.22104916,NW_003526941.1,7090769,7090894,-284601,125M,170
SRR14041381.5115279,NW_003526941.1,7090774,7090899,-284620,125M,178
SRR14041381.14504879,NW_003526941.1,7090774,7090899,-284610,125M,178
SRR14041381.8491982,NW_003526941.1,7090775,7090900,-284624,125M,182
SRR14041381.28726953,NW_003526941.1,7090775,7090900,-284575,125M,182
SRR14041381.1942060,NW_003526941.1,7090776,7090901,-284607,125M,186
SRR14041381.29166588,NW_003526941.1,7090777,7090902,-284607,125M,188
SRR14041381.12027067,NW_003526941.1,7090778,7090848,-3902353,70M55H,190
SRR14041381.275718,NW_003526941.1,7090779,7090904,-284626,125M,193
SRR14041381.29680762,NW_003526941.1,7090779,7090904,-284598,125M,193
SRR14041381.6253573,NW_003526941.1,7090780,7090905,-284627,125M,198
SRR14041381.21601581,NW_003526941.1,7090780,7090905,-284601,125M,198
SRR14041381.32775382,NW_003526941.1,7090784,7090909,-284625,125M,209
SRR14041381.3777317,NW_003526941.1,7090785,7090910,-284636,125M,210
SRR14041381.10311035,NW_003526941.1,7090786,7090911,-284627,125M,211
SRR14041381.22897719,NW_003526941.1,7090786,7090911,-284622,125M,211
SRR14041381.26809512,NW_003526941.1,7090787,7090912,-284618,125M,214
SRR14041381.20254335,NW_003526941.1,7090791,7090916,-284636,125M,232
SRR14041381.3767234,NW_003526941.1,7090792,7090917,-284636,125M,234
SRR14041381.3265529,NW_003526941.1,7090793,7090918,-284624,125M,237
SRR14041381.16474245,NW_003526941.1,7090793,7090918,-284635,125M,237
SRR14041381.757994,NW_003526941.1,7090801,7090926,-284632,125M,265
SRR14041381.8158811,NW_003526941.1,7090801,7090926,-284625,125M,265
SRR14041381.11182752,NW_003526941.1,7090851,7090976,-41490,125M,385
SRR14041381.1763616,NW_003526941.1,7090852,7090977,-41446,125M,386
SRR14041381.21063968,NW_003526941.1,7090852,7090977,-41481,125M,386
SRR14041381.2273065,NW_003526941.1,7090872,7090997,-41453,125M,409
SRR14041381.606408,NW_003526941.1,7090893,7091018,1335714,125M,412
SRR14041381.12269146,NW_003526941.1,7090893,7091018,-41465,125M,412
SRR14041381.23476831,NW_003526941.1,7090893,7091018,1335708,125M,412
SRR14041381.16819241,NW_003526941.1,7090894,7091019,1335688,125M,411
SRR14041381.25168397,NW_003526941.1,7090894,7091019,1335717,125M,411
SRR14041381.10898455,NW_003526941.1,7090895,7091020,1335728,125M,415
SRR14041381.28296779,NW_003526941.1,7090896,7091021,1335278,125M,420
SRR14041381.6324897,NW_003526941.1,7090899,7091024,1335250,125M,428
SRR14041381.2536859,NW_003526941.1,7090908,7091033,1335719,125M,437
SRR14041381.27823713,NW_003526941.1,7090908,7091033,1335247,125M,437
SRR14041381.30736043,NW_003526941.1,7090908,7091027,535801,119M6S,437
SRR14041381.6648058,NW_003526941.1,7090909,7091034,-2296,125M,439
SRR14041381.30592136,NW_003526941.1,7090910,7091035,1335274,125M,444
SRR14041381.5892649,NW_003526941.1,7090911,7091036,1335706,125M,445
SRR14041381.1051138,NW_003526941.1,7090912,7091037,1335694,125M,444
SRR14041381.6128084,NW_003526941.1,7090912,7091037,1335699,125M,444
SRR14041381.11257528,NW_003526941.1,7090913,7091038,1335701,125M,443
SRR14041381.16536983,NW_003526941.1,7090913,7091038,1335248,125M,443
SRR14041381.10744169,NW_003526941.1,7090914,7091036,1335267,122M3S,448
SRR14041381.8226268,NW_003526941.1,7090918,7091036,1335266,118M7S,449
SRR14041381.28514222,NW_003526941.1,7090938,7091063,-2338,125M,419
SRR14041381.765292,NW_003526941.1,7090947,7091072,-2329,125M,416
SRR14041381.27715046,NW_003526941.1,7090955,7091080,-1029387,125M,415
SRR14041381.2315714,NW_003526941.1,7090956,7091081,-1029351,125M,416
SRR14041381.33005332,NW_003526941.1,7090956,7091081,-1167603,125M,416
SRR14041381.20613544,NW_003526941.1,7090963,7091088,-1029377,125M,417
SRR14041381.14964629,NW_003526941.1,7090966,7091091,-1029388,125M,412
SRR14041381.17171179,NW_003526941.1,7090966,7091091,-1029400,125M,412
SRR14041381.10666735,NW_003526941.1,7090970,7091095,-1029379,125M,413
SRR14041381.22708391,NW_003526941.1,7090970,7091095,-1029394,125M,413
SRR14041381.27383930,NW_003526941.1,7090970,7091095,-1029406,125M,413
SRR14041381.8222449,NW_003526941.1,7090971,7091094,-41469,123M2S,412
SRR14041381.27070175,NW_003526941.1,7090971,7091094,-1167606,123M2S,412
SRR14041381.91844,NW_003526941.1,7090971,7091092,4057778,121M4H,412
SRR14041381.15214468,NW_003526941.1,7090971,7091092,4057765,121M4H,412
SRR14041381.6883587,NW_003526941.1,7090972,7091094,-1029389,122M3S,411
SRR14041381.26899879,NW_003526941.1,7090976,7091094,-1029373,118M7S,400
SRR14041381.16686411,NW_003526941.1,7090977,7091094,-1029398,117M8S,400
SRR14041381.28809509,NW_003526941.1,7090980,7091105,-1029401,125M,398
SRR14041381.14341785,NW_003526941.1,7090983,7091094,-1029400,111M14S,394
SRR14041381.16794461,NW_003526941.1,7090984,7091094,-1167655,110M15S,392
SRR14041381.27216308,NW_003526941.1,7090984,7091094,-41464,110M15S,392
SRR14041381.31104235,NW_003526941.1,7090987,7091112,-1167624,125M,394
SRR14041381.7176803,NW_003526941.1,7091809,7091910,1162783,19H101M5H,60
SRR14041381.11301602,NW_003526941.1,7091809,7091919,-3585844,15S110M,60
SRR14041381.15651302,NW_003526941.1,7091809,7091910,1162750,4S101M20S,60
SRR14041381.17308464,NW_003526941.1,7091809,7091908,1162792,26H99M,60
SRR14041381.18901904,NW_003526941.1,7091809,7091909,1162806,25H100M,60
SRR14041381.20907351,NW_003526941.1,7091809,7091906,1162796,21H97M7H,60
SRR14041381.23917388,NW_003526941.1,7091809,7091910,1162788,21H101M3H,60
SRR14041381.2455124,NW_003526941.1,7091810,7091906,1162800,96M29S,69
SRR14041381.20846599,NW_003526941.1,7091810,7091906,1162758,96M29S,69
SRR14041381.27819932,NW_003526941.1,7091810,7091910,1162744,100M25S,69
SRR14041381.26933635,NW_003526941.1,7091929,7092054,-764248,125M,163
SRR14041381.22803324,NW_003526941.1,7091930,7092055,332173,125M,164
SRR14041381.32029709,NW_003526941.1,7091933,7092057,-42050,12M1I112M,174
SRR14041381.14468764,NW_003526941.1,7091934,7092059,-42088,125M,175
SRR14041381.21767174,NW_003526941.1,7091949,7092074,-764275,125M,220
SRR14041381.4862611,NW_003526941.1,7091950,7092075,-42074,125M,225
SRR14041381.2202989,NW_003526941.1,7091951,7092076,-42073,125M,226
SRR14041381.19209233,NW_003526941.1,7091951,7092076,-764297,125M,226
SRR14041381.10392447,NW_003526941.1,7091952,7092050,-5499994,27H98M,250
SRR14041381.20745811,NW_003526941.1,7091952,7092048,-5499994,29H96M,250
SRR14041381.31313041,NW_003526941.1,7091952,7092050,-5500020,27H98M,250
SRR14041381.21763075,NW_003526941.1,7091956,7092081,-764300,125M,279
SRR14041381.28291929,NW_003526941.1,7091956,7092081,-764278,125M,279
SRR14041381.12214450,NW_003526941.1,7091962,7092087,-4179333,125M,304
SRR14041381.25897283,NW_003526941.1,7091962,7092087,-4179324,125M,304
SRR14041381.13457388,NW_003526941.1,7091967,7092093,-4179353,30M1D95M,329
SRR14041381.30749913,NW_003526941.1,7091968,7092093,-4179396,125M,329
SRR14041381.10103110,NW_003526941.1,7091969,7092095,-4179362,28M1D97M,332
SRR14041381.14071062,NW_003526941.1,7091969,7092094,-4179374,125M,332
SRR14041381.29877521,NW_003526941.1,7091969,7092094,-4179347,125M,332
SRR14041381.23878935,NW_003526941.1,7091972,7092097,-764283,125M,346
SRR14041381.18203832,NW_003526941.1,7091972,7092097,-4179398,125M,346
SRR14041381.26228469,NW_003526941.1,7091972,7092097,-4179364,125M,346
SRR14041381.30696782,NW_003526941.1,7091972,7092097,-4179387,125M,346
SRR14041381.3413340,NW_003526941.1,7091973,7092098,-3306,125M,351
SRR14041381.5864500,NW_003526941.1,7091973,7092098,-4179376,125M,351
SRR14041381.26520115,NW_003526941.1,7091973,7092098,-3340,125M,351
SRR14041381.3140643,NW_003526941.1,7091974,7092099,-3315,125M,357
SRR14041381.21470222,NW_003526941.1,7091974,7092099,-3337,125M,357
SRR14041381.28195007,NW_003526941.1,7091975,7092100,-764311,125M,360
SRR14041381.19186,NW_003526941.1,7091975,7092100,-4179382,125M,360
SRR14041381.24395244,NW_003526941.1,7091976,7092101,-42047,125M,368
SRR14041381.31993188,NW_003526941.1,7091976,7092101,-764315,125M,368
SRR14041381.2053198,NW_003526941.1,7091976,7092101,-3317,125M,368
SRR14041381.15834732,NW_003526941.1,7091976,7092101,-3323,125M,368
SRR14041381.18388464,NW_003526941.1,7091976,7092102,-3308,21M1D104M,368
SRR14041381.22468645,NW_003526941.1,7091976,7092101,-4179374,125M,368
SRR14041381.24760729,NW_003526941.1,7091976,7092101,-3317,125M,368
SRR14041381.20983225,NW_003526941.1,7091977,7092102,-4179400,125M,377
SRR14041381.28148374,NW_003526941.1,7091977,7092102,-3319,125M,377
SRR14041381.337167,NW_003526941.1,7091978,7092103,-764308,125M,381
SRR14041381.9231438,NW_003526941.1,7091979,7092104,-42072,125M,380
SRR14041381.14261235,NW_003526941.1,7091979,7092104,-764333,125M,380
SRR14041381.16782738,NW_003526941.1,7091979,7092104,-4113542,125M,380
SRR14041381.30387336,NW_003526941.1,7091980,7092105,-42065,125M,387
SRR14041381.19490840,NW_003526941.1,7091980,7092105,-4179398,125M,387
SRR14041381.29974400,NW_003526941.1,7091980,7092105,-4179375,125M,387
SRR14041381.338729,NW_003526941.1,7091981,7092106,-3332,125M,396
SRR14041381.2670314,NW_003526941.1,7091981,7092106,-4179384,125M,396
SRR14041381.21337487,NW_003526941.1,7091981,7092106,-4179399,125M,396
SRR14041381.3825452,NW_003526941.1,7091982,7092107,-3324,125M,403
SRR14041381.5969966,NW_003526941.1,7091982,7092107,-3317,125M,403
SRR14041381.14871877,NW_003526941.1,7091982,7092107,-43066,125M,403
SRR14041381.25001308,NW_003526941.1,7091982,7092107,-3354,125M,403
SRR14041381.31773235,NW_003526941.1,7091982,7092107,332139,125M,403
SRR14041381.32619200,NW_003526941.1,7091982,7092107,-3336,125M,403
SRR14041381.21413628,NW_003526941.1,7091987,7092112,-42074,125M,427
SRR14041381.10685388,NW_003526941.1,7091987,7092112,-3341,125M,427
SRR14041381.29085081,NW_003526941.1,7091990,7092115,-3363,125M,442
SRR14041381.1330609,NW_003526941.1,7091991,7092116,-3311,125M,442
SRR14041381.2253511,NW_003526941.1,7091992,7092117,-3322,125M,444
SRR14041381.27459689,NW_003526941.1,7091992,7092117,-3310,125M,444
SRR14041381.76200,NW_003526941.1,7091993,7092118,-3364,125M,448
SRR14041381.7351506,NW_003526941.1,7091993,7092118,-3335,125M,448
SRR14041381.19547045,NW_003526941.1,7091994,7092119,-3342,125M,451
SRR14041381.25193260,NW_003526941.1,7091994,7092119,-3331,125M,451
SRR14041381.32683884,NW_003526941.1,7091994,7092119,-3338,125M,451
SRR14041381.17506913,NW_003526941.1,7091995,7092120,-3330,125M,455
SRR14041381.18783611,NW_003526941.1,7091995,7092120,-3333,125M,455
SRR14041381.25834760,NW_003526941.1,7091995,7092120,-3348,125M,455
SRR14041381.29287445,NW_003526941.1,7091995,7092120,663396,125M,455
SRR14041381.5552689,NW_003526941.1,7091999,7092124,-3363,125M,466
SRR14041381.18319616,NW_003526941.1,7091999,7092124,-3365,125M,466
SRR14041381.24497574,NW_003526941.1,7091999,7092124,-3325,125M,466
SRR14041381.8610646,NW_003526941.1,7092000,7092125,-3320,125M,473
SRR14041381.2519664,NW_003526941.1,7092004,7092129,-3325,125M,480
SRR14041381.5374849,NW_003526941.1,7092004,7092129,-3346,125M,480
SRR14041381.10165652,NW_003526941.1,7092004,7092129,-3355,125M,480
SRR14041381.20535073,NW_003526941.1,7092004,7092129,-3361,125M,480
SRR14041381.32051258,NW_003526941.1,7092005,7092130,-3340,125M,485
SRR14041381.19727415,NW_003526941.1,7092006,7092131,-3328,125M,491
SRR14041381.32690635,NW_003526941.1,7092007,7092132,-3340,125M,499
