chromosome,position,coverage
NW_003526941.1,3963458,22
NW_003526941.1,3963462,25
NW_003526941.1,3963464,26
NW_003526941.1,3963468,27
NW_003526941.1,3963471,30
NW_003526941.1,3963477,35
NW_003526941.1,3963502,51
NW_003526941.1,3963520,66
NW_003526941.1,3963542,86
NW_003526941.1,3963551,96
NW_003526941.1,3963565,100
NW_003526941.1,3964062,27
NW_003526941.1,3964066,30
NW_003526941.1,3964067,33
NW_003526941.1,3964068,34
NW_003526941.1,3964069,35
NW_003526941.1,3964070,36
NW_003526941.1,3964071,39
NW_003526941.1,3964072,44
NW_003526941.1,3964074,45
NW_003526941.1,3964075,47
NW_003526941.1,3964077,53
NW_003526941.1,3964078,54
NW_003526941.1,3964079,61
NW_003526941.1,3964088,92
NW_003526941.1,3964089,95
NW_003526941.1,3964090,99
NW_003526941.1,3964091,100
NW_003526941.1,3964092,106
NW_003526941.1,3964096,114
NW_003526941.1,3964097,122
NW_003526941.1,3964098,124
NW_003526941.1,3964099,126
NW_003526941.1,3964101,136
NW_003526941.1,3964104,142
NW_003526941.1,3964106,141
NW_003526941.1,3964109,141
NW_003526941.1,3964112,150
NW_003526941.1,3964114,159
NW_003526941.1,3964116,165
NW_003526941.1,3964117,169
NW_003526941.1,3964122,187
NW_003526941.1,3964123,189
NW_003526941.1,3964124,196
NW_003526941.1,3964129,212
NW_003526941.1,3964130,217
NW_003526941.1,3964132,240
NW_003526941.1,3964133,242
NW_003526941.1,3964135,249
NW_003526941.1,3964136,257
NW_003526941.1,3964137,258
NW_003526941.1,3964143,254
NW_003526941.1,3964145,285
NW_003526941.1,3964146,289
NW_003526941.1,3964149,318
NW_003526941.1,3964155,348
NW_003526941.1,3964157,375
NW_003526941.1,3964158,381
NW_003526941.1,3964160,391
NW_003526941.1,3964163,403
NW_003526941.1,3964164,409
NW_003526941.1,3964165,419
NW_003526941.1,3964167,425
NW_003526941.1,3964168,428
NW_003526941.1,3964169,430
NW_003526941.1,3964170,432
NW_003526941.1,3964171,436
NW_003526941.1,3964174,440
NW_003526941.1,3964175,443
NW_003526941.1,3964178,377
NW_003526941.1,3964179,379
NW_003526941.1,3964180,461
NW_003526941.1,3964181,467
NW_003526941.1,3964182,488
NW_003526941.1,3964183,496
NW_003526941.1,3964184,502
NW_003526941.1,3964186,512
NW_003526941.1,3964188,519
NW_003526941.1,3964195,550
NW_003526941.1,3964199,568
NW_003526941.1,3964200,576
NW_003526941.1,3964205,590
NW_003526941.1,3964213,536
NW_003526941.1,3964254,559
NW_003526941.1,3964448,173
NW_003526941.1,3964455,170
NW_003526941.1,3964496,155
NW_003526941.1,3964506,161
NW_003526941.1,3964536,214
NW_003526941.1,3964567,237
NW_003526941.1,3964568,243
NW_003526941.1,3964591,270
NW_003526941.1,3964594,275
NW_003526941.1,3964595,277
NW_003526941.1,3964596,280
NW_003526941.1,3964597,292
NW_003526941.1,3964598,298
NW_003526941.1,3964600,302
NW_003526941.1,3964628,342
NW_003526941.1,3964631,349
NW_003526941.1,3964636,362
NW_003526941.1,3964639,362
NW_003526941.1,3964641,359
NW_003526941.1,3964645,357
NW_003526941.1,3964646,356
NW_003526941.1,3964647,358
NW_003526941.1,3964649,358
NW_003526941.1,3964651,355
NW_003526941.1,3964652,351
NW_003526941.1,3964654,352
NW_003526941.1,3964660,349
NW_003526941.1,3964664,347
NW_003526941.1,3964670,349
NW_003526941.1,3964673,349
NW_003526941.1,3964674,350
NW_003526941.1,3964675,351
NW_003526941.1,3964678,354
NW_003526941.1,3964686,355
NW_003526941.1,3964687,354
NW_003526941.1,3964688,352
NW_003526941.1,3964690,353
NW_003526941.1,3964702,356
NW_003526941.1,3964705,305
NW_003526941.1,3964707,350
NW_003526941.1,3964711,337
NW_003526941.1,3965347,1
NW_003526941.1,3965367,14
NW_003526941.1,3965721,108
NW_003526941.1,3965722,111
NW_003526941.1,3965902,172
NW_003526941.1,3965907,170
NW_003526941.1,3965937,183
NW_003526941.1,3965940,186
NW_003526941.1,3965944,188
NW_003526941.1,3966510,23
NW_003526941.1,3966735,77
NW_003526941.1,3966776,77
NW_003526941.1,3966778,78
NW_003526941.1,3966801,73
NW_003526941.1,3967109,11
NW_003526941.1,3967145,24
NW_003526941.1,3967165,31
NW_003526941.1,3967172,42
NW_003526941.1,3967173,53
NW_003526941.1,3967179,60
NW_003526941.1,3967271,69
NW_003526941.1,3967301,52
NW_003526941.1,3967352,76
NW_003526941.1,3967354,78
NW_003526941.1,3967356,81
NW_003526941.1,3967381,105
NW_003526941.1,3967435,136
NW_003526941.1,3967449,129
NW_003526941.1,3967480,129
NW_003526941.1,3967489,130
NW_003526941.1,3967531,88
NW_003526941.1,3967539,86
NW_003526941.1,3967547,76
NW_003526941.1,3967555,70
NW_003526941.1,3967564,81
NW_003526941.1,3970023,133
NW_003526941.1,3970151,78
NW_003526941.1,3970263,80
NW_003526941.1,3970266,81
NW_003526941.1,3970269,78
NW_003526941.1,3970275,76
NW_003526941.1,3970286,81
NW_003526941.1,3970287,82
NW_003526941.1,3970291,78
NW_003526941.1,3970293,88
NW_003526941.1,3970297,88
NW_003526941.1,3970298,90
NW_003526941.1,3970301,93
NW_003526941.1,3970303,94
NW_003526941.1,3970307,94
NW_003526941.1,3970308,96
NW_003526941.1,3970309,98
NW_003526941.1,3970312,106
NW_003526941.1,3970313,106
NW_003526941.1,3970314,107
NW_003526941.1,3970317,108
NW_003526941.1,3970318,110
NW_003526941.1,3970319,110
NW_003526941.1,3970322,111
NW_003526941.1,3970324,113
NW_003526941.1,3970325,113
NW_003526941.1,3970508,235
NW_003526941.1,3970509,234
NW_003526941.1,3970513,234
NW_003526941.1,3970526,245
NW_003526941.1,3970529,251
NW_003526941.1,3970530,251
NW_003526941.1,3970532,250
NW_003526941.1,3970535,249
NW_003526941.1,3970538,247
NW_003526941.1,3970540,248
NW_003526941.1,3970542,248
NW_003526941.1,3970545,245
NW_003526941.1,3970550,244
NW_003526941.1,3970551,244
NW_003526941.1,3970552,244
NW_003526941.1,3970556,246
NW_003526941.1,3970566,240
NW_003526941.1,3970579,245
NW_003526941.1,3970589,233
NW_003526941.1,3970593,225
NW_003526941.1,3970702,96
NW_003526941.1,3970762,64
NW_003526941.1,3971018,96
NW_003526941.1,3971069,152
NW_003526941.1,3971075,170
NW_003526941.1,3971081,176
NW_003526941.1,3971082,179
NW_003526941.1,3971083,180
NW_003526941.1,3971086,191
NW_003526941.1,3971087,194
NW_003526941.1,3971168,218
NW_003526941.1,3971923,2
NW_003526941.1,3971924,3
NW_003526941.1,3971928,6
NW_003526941.1,3971930,7
NW_003526941.1,3971938,12
NW_003526941.1,3971953,15
NW_003526941.1,3971957,16
NW_003526941.1,3971960,17
NW_003526941.1,3971962,18
NW_003526941.1,3971966,19
NW_003526941.1,3972117,22
NW_003526941.1,3972125,26
NW_003526941.1,3972129,28
NW_003526941.1,3972339,30
NW_003526941.1,3973849,2
NW_003526941.1,3973859,8
NW_003526941.1,3973863,14
NW_003526941.1,3973866,15
NW_003526941.1,3973867,16
NW_003526941.1,3973875,21
NW_003526941.1,3973895,25
NW_003526941.1,3973898,27
NW_003526941.1,3973950,42
NW_003526941.1,3973956,46
NW_003526941.1,3973957,47
NW_003526941.1,3973961,51
NW_003526941.1,3973998,40
NW_003526941.1,4564299,193
NW_003526941.1,4564302,197
NW_003526941.1,4564413,87
NW_003526941.1,4564438,67
NW_003526941.1,4564641,21
NW_003526941.1,4564642,22
NW_003526941.1,4564671,38
NW_003526941.1,4565634,234
NW_003526941.1,4566074,239
NW_003526941.1,4566080,230
NW_003526941.1,4566099,216
NW_003526941.1,4566112,202
NW_003526941.1,4566495,68
NW_003526941.1,4566497,71
NW_003526941.1,4566503,82
NW_003526941.1,4566517,99
NW_003526941.1,4566522,108
NW_003526941.1,4566526,112
NW_003526941.1,4566530,116
NW_003526941.1,4566551,142
NW_003526941.1,4566553,150
NW_003526941.1,4566656,291
NW_003526941.1,4566666,295
NW_003526941.1,4566712,285
NW_003526941.1,4566957,135
NW_003526941.1,4566965,139
NW_003526941.1,4567187,138
NW_003526941.1,4567188,142
NW_003526941.1,4567189,141
NW_003526941.1,4567190,142
NW_003526941.1,4567192,143
NW_003526941.1,4567215,155
NW_003526941.1,4567218,154
NW_003526941.1,4567237,158
NW_003526941.1,4567238,161
NW_003526941.1,4567241,164
NW_003526941.1,4567247,172
NW_003526941.1,4567259,181
NW_003526941.1,4567276,179
NW_003526941.1,4567285,182
NW_003526941.1,4567306,189
NW_003526941.1,4567388,192
NW_003526941.1,4567390,191
NW_003526941.1,4567419,208
NW_003526941.1,4567517,251
NW_003526941.1,4567525,264
NW_003526941.1,4567537,283
NW_003526941.1,4567581,304
NW_003526941.1,4567591,292
NW_003526941.1,4567605,312
NW_003526941.1,4567611,319
NW_003526941.1,4567751,196
NW_003526941.1,4569867,107
NW_003526941.1,4569893,127
NW_003526941.1,4569894,126
NW_003526941.1,4569901,131
NW_003526941.1,4569910,138
NW_003526941.1,4569928,161
NW_003526941.1,4569929,162
NW_003526941.1,4569930,161
NW_003526941.1,4569932,160
NW_003526941.1,4569947,164
NW_003526941.1,4569950,166
NW_003526941.1,4570458,236
NW_003526941.1,4570465,254
NW_003526941.1,4570551,343
NW_003526941.1,4570598,355
NW_003526941.1,4570609,356
NW_003526941.1,4570610,354
NW_003526941.1,4570611,351
NW_003526941.1,4570612,347
NW_003526941.1,4570615,301
NW_003526941.1,4570619,329
NW_003526941.1,4570621,349
NW_003526941.1,4570629,360
NW_003526941.1,4570632,357
NW_003526941.1,4570633,361
NW_003526941.1,4570635,367
NW_003526941.1,4570636,370
NW_003526941.1,4570638,363
NW_003526941.1,4570639,365
NW_003526941.1,4570640,370
NW_003526941.1,4570641,364
NW_003526941.1,4570642,367
NW_003526941.1,4570646,379
NW_003526941.1,4570647,380
NW_003526941.1,4570648,383
NW_003526941.1,4570649,381
NW_003526941.1,4570650,382
NW_003526941.1,4570651,385
NW_003526941.1,4570652,385
NW_003526941.1,4570653,384
NW_003526941.1,4570654,387
NW_003526941.1,4570655,386
NW_003526941.1,4570658,384
NW_003526941.1,4570662,386
NW_003526941.1,4570663,390
NW_003526941.1,4570664,396
NW_003526941.1,4570666,403
NW_003526941.1,4570668,405
NW_003526941.1,4570669,407
NW_003526941.1,4570670,407
NW_003526941.1,4570671,406
NW_003526941.1,4570672,409
NW_003526941.1,4570673,410
NW_003526941.1,4570676,409
NW_003526941.1,4570677,411
NW_003526941.1,4570679,410
NW_003526941.1,4570681,409
NW_003526941.1,4570689,271
NW_003526941.1,4570691,265
NW_003526941.1,4570692,390
NW_003526941.1,4570697,391
NW_003526941.1,4570698,394
NW_003526941.1,4570700,398
NW_003526941.1,4570703,399
NW_003526941.1,4570704,402
NW_003526941.1,4570710,400
NW_003526941.1,4570713,401
NW_003526941.1,4570714,401
NW_003526941.1,4570718,395
NW_003526941.1,4570719,391
NW_003526941.1,4570723,383
NW_003526941.1,4570724,380
NW_003526941.1,4570729,365
NW_003526941.1,4570732,364
NW_003526941.1,4570737,353
NW_003526941.1,4570738,352
NW_003526941.1,4570739,350
NW_003526941.1,4570740,350
NW_003526941.1,4570741,347
NW_003526941.1,4570772,264
NW_003526941.1,4571376,175
NW_003526941.1,4571504,200
NW_003526941.1,4571529,212
NW_003526941.1,4571534,209
NW_003526941.1,4571605,246
NW_003526941.1,4571642,249
NW_003526941.1,4571645,249
NW_003526941.1,4571646,250
NW_003526941.1,4571651,251
NW_003526941.1,4571660,256
NW_003526941.1,4571664,256
NW_003526941.1,4571723,238
NW_003526941.1,4571844,284
NW_003526941.1,4571867,282
NW_003526941.1,4571897,280
NW_003526941.1,4571902,281
NW_003526941.1,4571930,312
NW_003526941.1,4571946,311
NW_003526941.1,4572111,176
NW_003526941.1,4572295,199
NW_003526941.1,4572386,263
NW_003526941.1,4572406,276
NW_003526941.1,4572461,336
NW_003526941.1,4572463,341
NW_003526941.1,4572475,372
NW_003526941.1,4572478,370
NW_003526941.1,4572487,366
NW_003526941.1,4572489,233
NW_003526941.1,4572496,243
NW_003526941.1,4572502,315
NW_003526941.1,4572506,314
NW_003526941.1,4572507,317
NW_003526941.1,4572508,333
NW_003526941.1,4572509,424
NW_003526941.1,4572514,428
NW_003526941.1,4572515,436
NW_003526941.1,4572520,445
NW_003526941.1,4572521,445
NW_003526941.1,4572523,457
NW_003526941.1,4572525,456
NW_003526941.1,4572526,453
NW_003526941.1,4572528,461
NW_003526941.1,4572534,458
NW_003526941.1,4572539,467
NW_003526941.1,4572548,507
NW_003526941.1,4572549,513
NW_003526941.1,4572550,522
NW_003526941.1,4572551,543
NW_003526941.1,4572552,552
NW_003526941.1,4572553,591
NW_003526941.1,4572554,599
NW_003526941.1,4572555,620
NW_003526941.1,4572556,634
NW_003526941.1,4572557,639
NW_003526941.1,4572559,678
NW_003526941.1,4572560,782
NW_003526941.1,4572561,797
NW_003526941.1,4572562,816
NW_003526941.1,4572564,849
NW_003526941.1,4572565,864
NW_003526941.1,4572566,886
NW_003526941.1,4572567,905
NW_003526941.1,4572568,930
NW_003526941.1,4572570,960
NW_003526941.1,4572571,984
NW_003526941.1,4572572,1008
NW_003526941.1,4572573,1025
NW_003526941.1,4572574,1107
NW_003526941.1,4572575,1073
NW_003526941.1,4572576,1089
NW_003526941.1,4572577,1108
NW_003526941.1,4572578,1135
NW_003526941.1,4572579,1159
NW_003526941.1,4572580,1177
NW_003526941.1,4572582,1198
NW_003526941.1,4572584,1220
NW_003526941.1,4572585,1224
NW_003526941.1,4572586,1194
NW_003526941.1,4572589,1163
NW_003526941.1,4572590,1187
NW_003526941.1,4572592,1359
NW_003526941.1,4572593,1373
NW_003526941.1,4572596,1393
NW_003526941.1,4572600,1325
NW_003526941.1,4572601,1332
NW_003526941.1,4572603,1401
NW_003526941.1,4572606,1481
NW_003526941.1,4572607,1455
NW_003526941.1,4572609,1449
NW_003526941.1,4572617,1400
NW_003526941.1,4572624,1375
NW_003526941.1,4572635,1349
NW_003526941.1,4572649,1269
NW_003526941.1,4572655,1231
NW_003526941.1,4572656,1366
NW_003526941.1,4572662,1272
NW_003526941.1,4572667,1261
NW_003526941.1,4572678,1253
NW_003526941.1,4572686,1024
NW_003526941.1,4573236,547
NW_003526941.1,4573239,568
NW_003526941.1,4573240,570
NW_003526941.1,4573382,251
NW_003526941.1,4573384,255
NW_003526941.1,4573386,261
NW_003526941.1,4573387,266
NW_003526941.1,4573388,276
NW_003526941.1,4573389,417
NW_003526941.1,4573390,420
NW_003526941.1,4573391,432
NW_003526941.1,4573392,440
NW_003526941.1,4573393,451
NW_003526941.1,4573394,478
NW_003526941.1,4573395,477
NW_003526941.1,4573396,479
NW_003526941.1,4573398,487
NW_003526941.1,4573399,491
NW_003526941.1,4573402,502
NW_003526941.1,4573403,506
NW_003526941.1,4573404,508
NW_003526941.1,4573405,515
NW_003526941.1,4573407,522
NW_003526941.1,4573408,524
NW_003526941.1,4573409,525
NW_003526941.1,4573410,530
NW_003526941.1,4573411,535
NW_003526941.1,4573412,542
NW_003526941.1,4573413,553
NW_003526941.1,4573414,555
NW_003526941.1,4573415,560
NW_003526941.1,4573416,563
NW_003526941.1,4573417,561
NW_003526941.1,4573418,560
NW_003526941.1,4573419,563
NW_003526941.1,4573420,563
NW_003526941.1,4573421,569
NW_003526941.1,4573423,565
NW_003526941.1,4573424,568
NW_003526941.1,4573425,572
NW_003526941.1,4573426,576
NW_003526941.1,4573427,583
NW_003526941.1,4573428,590
NW_003526941.1,4573429,591
NW_003526941.1,4573430,598
NW_003526941.1,4573559,347
NW_003526941.1,4573562,346
NW_003526941.1,4573584,330
NW_003526941.1,4573585,330
NW_003526941.1,4573587,327
NW_003526941.1,4573588,329
NW_003526941.1,4573589,327
NW_003526941.1,4573592,327
NW_003526941.1,4573593,329
NW_003526941.1,4573600,329
NW_003526941.1,4573606,324
NW_003526941.1,4573612,329
NW_003526941.1,4573614,330
NW_003526941.1,4573616,339
NW_003526941.1,4573617,339
NW_003526941.1,4573620,344
NW_003526941.1,4573625,344
NW_003526941.1,4573627,342
NW_003526941.1,4573628,347
NW_003526941.1,4573629,350
NW_003526941.1,4573633,346
NW_003526941.1,4573635,352
NW_003526941.1,4573639,354
NW_003526941.1,4573657,355
NW_003526941.1,4573700,259
NW_003526941.1,4573723,305
NW_003526941.1,4573726,315
NW_003526941.1,4573727,316
NW_003526941.1,4573729,313
NW_003526941.1,4573735,318
NW_003526941.1,4573737,314
NW_003526941.1,4573739,315
NW_003526941.1,4573742,310
NW_003526941.1,4573747,328
NW_003526941.1,4573749,329
NW_003526941.1,4573753,321
NW_003526941.1,4573761,310
NW_003526941.1,4573762,310
NW_003526941.1,4573763,310
NW_003526941.1,4575089,117
NW_003526941.1,4575108,132
NW_003526941.1,4575128,148
NW_003526941.1,4575141,177
NW_003526941.1,4575143,184
NW_003526941.1,4575146,184
NW_003526941.1,4575559,124
NW_003526941.1,4576901,10
NW_003526941.1,4576948,10
NW_003526941.1,4576949,19
NW_003526941.1,4576951,24
NW_003526941.1,4576956,32
NW_003526941.1,4577066,55
NW_003526941.1,4577094,100
NW_003526941.1,4577102,115
NW_003526941.1,4577109,131
NW_003526941.1,4577118,152
NW_003526941.1,4577144,198
NW_003526941.1,4577147,207
NW_003526941.1,4577148,212
NW_003526941.1,4577150,217
NW_003526941.1,4577152,225
NW_003526941.1,4577155,235
NW_003526941.1,4577156,239
NW_003526941.1,4577158,251
NW_003526941.1,4577160,254
NW_003526941.1,4577161,257
NW_003526941.1,4577162,260
NW_003526941.1,4577163,266
NW_003526941.1,4577165,277
NW_003526941.1,4577167,285
NW_003526941.1,4577168,290
NW_003526941.1,4577169,298
NW_003526941.1,4577172,305
NW_003526941.1,4577173,308
NW_003526941.1,4577175,311
NW_003526941.1,4577176,315
NW_003526941.1,4577178,322
NW_003526941.1,4577181,330
NW_003526941.1,4577182,333
NW_003526941.1,4577183,343
NW_003526941.1,4577184,346
NW_003526941.1,4577185,352
NW_003526941.1,4577188,360
NW_003526941.1,4577189,368
NW_003526941.1,4577190,373
NW_003526941.1,4577191,376
NW_003526941.1,4577192,381
NW_003526941.1,4577194,385
NW_003526941.1,4577196,385
NW_003526941.1,4577197,393
NW_003526941.1,4577198,400
NW_003526941.1,4577200,407
NW_003526941.1,4577201,411
NW_003526941.1,4577202,417
NW_003526941.1,4577203,418
NW_003526941.1,4577206,415
NW_003526941.1,4577207,413
NW_003526941.1,4577208,411
NW_003526941.1,4577209,410
NW_003526941.1,4577210,411
NW_003526941.1,4577214,407
NW_003526941.1,4577215,404
NW_003526941.1,4577216,406
NW_003526941.1,4577217,407
NW_003526941.1,4577218,415
NW_003526941.1,4577219,417
NW_003526941.1,4577220,416
NW_003526941.1,4577221,430
NW_003526941.1,4577222,437
NW_003526941.1,4577223,448
NW_003526941.1,4577224,453
NW_003526941.1,4577225,458
NW_003526941.1,4577226,466
NW_003526941.1,4577227,473
NW_003526941.1,4577228,480
NW_003526941.1,4577229,481
NW_003526941.1,4577230,495
NW_003526941.1,4577231,502
NW_003526941.1,4577232,503
NW_003526941.1,4577233,507
NW_003526941.1,4577234,504
NW_003526941.1,4577235,517
NW_003526941.1,4577236,515
NW_003526941.1,4577237,515
NW_003526941.1,4577238,522
NW_003526941.1,4577239,525
NW_003526941.1,4577240,529
NW_003526941.1,4577241,531
NW_003526941.1,4577242,536
NW_003526941.1,4577243,533
NW_003526941.1,4577244,535
NW_003526941.1,4577245,541
NW_003526941.1,4577250,544
NW_003526941.1,4577273,511
NW_003526941.1,4577274,508
NW_003526941.1,4578136,1
NW_003526941.1,4578235,2
NW_003526941.1,4578249,5
NW_003526941.1,4578349,26
NW_003526941.1,4578792,4
NW_003526941.1,4578794,10
NW_003526941.1,4578798,25
NW_003526941.1,4578809,49
NW_003526941.1,4578810,52
NW_003526941.1,4578813,54
NW_003526941.1,4578826,72
NW_003526941.1,4578829,83
NW_003526941.1,4578833,92
NW_003526941.1,4578836,96
NW_003526941.1,4578837,103
NW_003526941.1,4578839,114
NW_003526941.1,4578842,120
NW_003526941.1,4578843,124
NW_003526941.1,4578844,127
NW_003526941.1,4578848,134
NW_003526941.1,4578849,135
NW_003526941.1,4578850,137
NW_003526941.1,4578851,138
NW_003526941.1,4578854,144
NW_003526941.1,4578855,148
NW_003526941.1,4578876,179
NW_003526941.1,4579078,28
NW_003526941.1,4579140,4
NW_003526941.1,4579776,18
NW_003526941.1,4579779,21
NW_003526941.1,4579780,22
NW_003526941.1,4579785,29
NW_003526941.1,4579787,32
NW_003526941.1,4579788,34
NW_003526941.1,4579790,35
NW_003526941.1,4579792,39
NW_003526941.1,4579793,40
NW_003526941.1,4579795,43
NW_003526941.1,4579796,46
NW_003526941.1,4579797,50
NW_003526941.1,4579799,51
NW_003526941.1,4579800,54
NW_003526941.1,4579801,57
NW_003526941.1,4579803,58
NW_003526941.1,4579804,61
NW_003526941.1,4579805,63
NW_003526941.1,4579808,66
NW_003526941.1,4579849,95
NW_003526941.1,4580727,97
NW_003526941.1,4581091,215
NW_003526941.1,4581147,202
NW_003526941.1,4581151,202
NW_003526941.1,4581164,200
NW_003526941.1,4581171,211
NW_003526941.1,4581360,244
NW_003526941.1,4581619,179
NW_003526941.1,4581831,4
NW_003526941.1,4581835,7
NW_003526941.1,4581839,9
NW_003526941.1,4581842,10
NW_003526941.1,4582487,109
NW_003526941.1,4582495,112
NW_003526941.1,4582513,126
NW_003526941.1,4582515,129
NW_003526941.1,4582520,126
NW_003526941.1,4582524,124
NW_003526941.1,4582546,128
NW_003526941.1,4582559,141
NW_003526941.1,4582581,151
NW_003526941.1,4582583,153
NW_003526941.1,4582587,155
NW_003526941.1,4582588,156
NW_003526941.1,4582599,162
NW_003526941.1,4583333,277
NW_003526941.1,4583373,243
NW_003526941.1,4583624,188
NW_003526941.1,4583678,187
NW_003526941.1,4583684,191
NW_003526941.1,4583695,189
NW_003526941.1,4583697,189
NW_003526941.1,4583702,191
NW_003526941.1,4583725,172
NW_003526941.1,4583809,205
NW_003526941.1,4583837,205
NW_003526941.1,4583892,198
NW_003526941.1,4583907,183
NW_003526941.1,4584083,39
NW_003526941.1,4584084,41
