chromosome,source,feature,start,end,score,strand,frame,Name,gbkey,gene_biotype,Parent,transcript_id,protein_id,pseudo,partial,ID,locus_tag,inference,Dbxref,end_range,product,start_range,Note
NW_003526941.1,RefSeq,exon,3414160,3414206,.,+,.,,mRNA,,rna-XM_003379533.1,"XM_003379533.1
",,,,exon-XM_003379533.1-3,Tsp_03238,,"GenBank:XM_003379533.1,GeneID:10908490",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,CDS,3413613,3413850,.,+,0,XP_003379581.1,CDS,,rna-XM_003379533.1,,"XP_003379581.1
",,,cds-XP_003379581.1,Tsp_03238,,"GenBank:XP_003379581.1,GeneID:10908490",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,CDS,3413892,3414149,.,+,2,XP_003379581.1,CDS,,rna-XM_003379533.1,,"XP_003379581.1
",,,cds-XP_003379581.1,Tsp_03238,,"GenBank:XP_003379581.1,GeneID:10908490",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,CDS,3414160,3414206,.,+,2,XP_003379581.1,CDS,,rna-XM_003379533.1,,"XP_003379581.1
",,,cds-XP_003379581.1,Tsp_03238,,"GenBank:XP_003379581.1,GeneID:10908490",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,gene,3416109,3420959,.,+,.,Tsp_03239,Gene,protein_coding,,,,,,gene-Tsp_03239,"Tsp_03239
",,GeneID:10908491,,,,
NW_003526941.1,RefSeq,mRNA,3416109,3420959,.,+,.,XM_003379534.1,mRNA,,gene-Tsp_03239,"XM_003379534.1
",,,,rna-XM_003379534.1,Tsp_03239,,"GenBank:XM_003379534.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,exon,3416109,3416364,.,+,.,,mRNA,,rna-XM_003379534.1,"XM_003379534.1
",,,,exon-XM_003379534.1-1,Tsp_03239,,"GenBank:XM_003379534.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,exon,3416429,3416867,.,+,.,,mRNA,,rna-XM_003379534.1,"XM_003379534.1
",,,,exon-XM_003379534.1-2,Tsp_03239,,"GenBank:XM_003379534.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,exon,3416965,3417091,.,+,.,,mRNA,,rna-XM_003379534.1,"XM_003379534.1
",,,,exon-XM_003379534.1-3,Tsp_03239,,"GenBank:XM_003379534.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,exon,3417223,3417449,.,+,.,,mRNA,,rna-XM_003379534.1,"XM_003379534.1
",,,,exon-XM_003379534.1-4,Tsp_03239,,"GenBank:XM_003379534.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,exon,3417503,3417603,.,+,.,,mRNA,,rna-XM_003379534.1,"XM_003379534.1
",,,,exon-XM_003379534.1-5,Tsp_03239,,"GenBank:XM_003379534.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,exon,3417676,3417775,.,+,.,,mRNA,,rna-XM_003379534.1,"XM_003379534.1
",,,,exon-XM_003379534.1-6,Tsp_03239,,"GenBank:XM_003379534.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,exon,3417846,3418047,.,+,.,,mRNA,,rna-XM_003379534.1,"XM_003379534.1
",,,,exon-XM_003379534.1-7,Tsp_03239,,"GenBank:XM_003379534.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,exon,3418129,3418311,.,+,.,,mRNA,,rna-XM_003379534.1,"XM_003379534.1
",,,,exon-XM_003379534.1-8,Tsp_03239,,"GenBank:XM_003379534.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,exon,3418372,3418486,.,+,.,,mRNA,,rna-XM_003379534.1,"XM_003379534.1
",,,,exon-XM_003379534.1-9,Tsp_03239,,"GenBank:XM_003379534.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,exon,3418550,3418677,.,+,.,,mRNA,,rna-XM_003379534.1,"XM_003379534.1
",,,,exon-XM_003379534.1-10,Tsp_03239,,"GenBank:XM_003379534.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,exon,3418829,3419050,.,+,.,,mRNA,,rna-XM_003379534.1,"XM_003379534.1
",,,,exon-XM_003379534.1-11,Tsp_03239,,"GenBank:XM_003379534.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,exon,3419148,3419460,.,+,.,,mRNA,,rna-XM_003379534.1,"XM_003379534.1
",,,,exon-XM_003379534.1-12,Tsp_03239,,"GenBank:XM_003379534.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,exon,3419532,3419664,.,+,.,,mRNA,,rna-XM_003379534.1,"XM_003379534.1
",,,,exon-XM_003379534.1-13,Tsp_03239,,"GenBank:XM_003379534.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,exon,3419782,3419988,.,+,.,,mRNA,,rna-XM_003379534.1,"XM_003379534.1
",,,,exon-XM_003379534.1-14,Tsp_03239,,"GenBank:XM_003379534.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,exon,3420051,3420207,.,+,.,,mRNA,,rna-XM_003379534.1,"XM_003379534.1
",,,,exon-XM_003379534.1-15,Tsp_03239,,"GenBank:XM_003379534.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,exon,3420384,3420711,.,+,.,,mRNA,,rna-XM_003379534.1,"XM_003379534.1
",,,,exon-XM_003379534.1-16,Tsp_03239,,"GenBank:XM_003379534.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,exon,3420790,3420959,.,+,.,,mRNA,,rna-XM_003379534.1,"XM_003379534.1
",,,,exon-XM_003379534.1-17,Tsp_03239,,"GenBank:XM_003379534.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,CDS,3416109,3416364,.,+,0,XP_003379582.1,CDS,,rna-XM_003379534.1,,"XP_003379582.1
",,,cds-XP_003379582.1,Tsp_03239,,"GenBank:XP_003379582.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,CDS,3416429,3416867,.,+,2,XP_003379582.1,CDS,,rna-XM_003379534.1,,"XP_003379582.1
",,,cds-XP_003379582.1,Tsp_03239,,"GenBank:XP_003379582.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,CDS,3416965,3417091,.,+,1,XP_003379582.1,CDS,,rna-XM_003379534.1,,"XP_003379582.1
",,,cds-XP_003379582.1,Tsp_03239,,"GenBank:XP_003379582.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,CDS,3417223,3417449,.,+,0,XP_003379582.1,CDS,,rna-XM_003379534.1,,"XP_003379582.1
",,,cds-XP_003379582.1,Tsp_03239,,"GenBank:XP_003379582.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,CDS,3417503,3417603,.,+,1,XP_003379582.1,CDS,,rna-XM_003379534.1,,"XP_003379582.1
",,,cds-XP_003379582.1,Tsp_03239,,"GenBank:XP_003379582.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,CDS,3417676,3417775,.,+,2,XP_003379582.1,CDS,,rna-XM_003379534.1,,"XP_003379582.1
",,,cds-XP_003379582.1,Tsp_03239,,"GenBank:XP_003379582.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,CDS,3417846,3418047,.,+,1,XP_003379582.1,CDS,,rna-XM_003379534.1,,"XP_003379582.1
",,,cds-XP_003379582.1,Tsp_03239,,"GenBank:XP_003379582.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,CDS,3418129,3418311,.,+,0,XP_003379582.1,CDS,,rna-XM_003379534.1,,"XP_003379582.1
",,,cds-XP_003379582.1,Tsp_03239,,"GenBank:XP_003379582.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,CDS,3418372,3418486,.,+,0,XP_003379582.1,CDS,,rna-XM_003379534.1,,"XP_003379582.1
",,,cds-XP_003379582.1,Tsp_03239,,"GenBank:XP_003379582.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,CDS,3418550,3418677,.,+,2,XP_003379582.1,CDS,,rna-XM_003379534.1,,"XP_003379582.1
",,,cds-XP_003379582.1,Tsp_03239,,"GenBank:XP_003379582.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,CDS,3418829,3419050,.,+,0,XP_003379582.1,CDS,,rna-XM_003379534.1,,"XP_003379582.1
",,,cds-XP_003379582.1,Tsp_03239,,"GenBank:XP_003379582.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,CDS,3419148,3419460,.,+,0,XP_003379582.1,CDS,,rna-XM_003379534.1,,"XP_003379582.1
",,,cds-XP_003379582.1,Tsp_03239,,"GenBank:XP_003379582.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,CDS,3419532,3419664,.,+,2,XP_003379582.1,CDS,,rna-XM_003379534.1,,"XP_003379582.1
",,,cds-XP_003379582.1,Tsp_03239,,"GenBank:XP_003379582.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,CDS,3419782,3419988,.,+,1,XP_003379582.1,CDS,,rna-XM_003379534.1,,"XP_003379582.1
",,,cds-XP_003379582.1,Tsp_03239,,"GenBank:XP_003379582.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,CDS,3420051,3420207,.,+,1,XP_003379582.1,CDS,,rna-XM_003379534.1,,"XP_003379582.1
",,,cds-XP_003379582.1,Tsp_03239,,"GenBank:XP_003379582.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,CDS,3420384,3420711,.,+,0,XP_003379582.1,CDS,,rna-XM_003379534.1,,"XP_003379582.1
",,,cds-XP_003379582.1,Tsp_03239,,"GenBank:XP_003379582.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,CDS,3420790,3420959,.,+,2,XP_003379582.1,CDS,,rna-XM_003379534.1,,"XP_003379582.1
",,,cds-XP_003379582.1,Tsp_03239,,"GenBank:XP_003379582.1,GeneID:10908491",,niemann-Pick C1 protein,,
NW_003526941.1,RefSeq,gene,3421400,3422559,.,-,.,Tsp_03240,Gene,protein_coding,,,,,,gene-Tsp_03240,"Tsp_03240
",,GeneID:10908492,,,,
NW_003526941.1,RefSeq,mRNA,3421400,3422559,.,-,.,XM_003379535.1,mRNA,,gene-Tsp_03240,"XM_003379535.1
",,,,rna-XM_003379535.1,Tsp_03240,,"GenBank:XM_003379535.1,GeneID:10908492",,hypothetical protein,,
NW_003526941.1,RefSeq,exon,3422407,3422559,.,-,.,,mRNA,,rna-XM_003379535.1,"XM_003379535.1
",,,,exon-XM_003379535.1-1,Tsp_03240,,"GenBank:XM_003379535.1,GeneID:10908492",,hypothetical protein,,
NW_003526941.1,RefSeq,exon,3421400,3422026,.,-,.,,mRNA,,rna-XM_003379535.1,"XM_003379535.1
",,,,exon-XM_003379535.1-2,Tsp_03240,,"GenBank:XM_003379535.1,GeneID:10908492",,hypothetical protein,,
NW_003526941.1,RefSeq,CDS,3422407,3422559,.,-,0,XP_003379583.1,CDS,,rna-XM_003379535.1,,"XP_003379583.1
",,,cds-XP_003379583.1,Tsp_03240,,"GenBank:XP_003379583.1,GeneID:10908492",,hypothetical protein,,
NW_003526941.1,RefSeq,CDS,3421400,3422026,.,-,0,XP_003379583.1,CDS,,rna-XM_003379535.1,,"XP_003379583.1
",,,cds-XP_003379583.1,Tsp_03240,,"GenBank:XP_003379583.1,GeneID:10908492",,hypothetical protein,,
NW_003526941.1,RefSeq,gene,3423560,3424183,.,+,.,Tsp_03241,Gene,protein_coding,,,,,,gene-Tsp_03241,"Tsp_03241
",,GeneID:10908493,,,,
NW_003526941.1,RefSeq,mRNA,3423560,3424183,.,+,.,XM_003379536.1,mRNA,,gene-Tsp_03241,"XM_003379536.1
",,,,rna-XM_003379536.1,Tsp_03241,,"GenBank:XM_003379536.1,GeneID:10908493",,hypothetical protein,,
NW_003526941.1,RefSeq,exon,3423560,3423656,.,+,.,,mRNA,,rna-XM_003379536.1,"XM_003379536.1
",,,,exon-XM_003379536.1-1,Tsp_03241,,"GenBank:XM_003379536.1,GeneID:10908493",,hypothetical protein,,
NW_003526941.1,RefSeq,exon,3423683,3423707,.,+,.,,mRNA,,rna-XM_003379536.1,"XM_003379536.1
",,,,exon-XM_003379536.1-2,Tsp_03241,,"GenBank:XM_003379536.1,GeneID:10908493",,hypothetical protein,,
NW_003526941.1,RefSeq,exon,3423764,3423842,.,+,.,,mRNA,,rna-XM_003379536.1,"XM_003379536.1
",,,,exon-XM_003379536.1-3,Tsp_03241,,"GenBank:XM_003379536.1,GeneID:10908493",,hypothetical protein,,
NW_003526941.1,RefSeq,exon,3423929,3423984,.,+,.,,mRNA,,rna-XM_003379536.1,"XM_003379536.1
",,,,exon-XM_003379536.1-4,Tsp_03241,,"GenBank:XM_003379536.1,GeneID:10908493",,hypothetical protein,,
NW_003526941.1,RefSeq,exon,3424048,3424183,.,+,.,,mRNA,,rna-XM_003379536.1,"XM_003379536.1
",,,,exon-XM_003379536.1-5,Tsp_03241,,"GenBank:XM_003379536.1,GeneID:10908493",,hypothetical protein,,
NW_003526941.1,RefSeq,CDS,3423560,3423656,.,+,0,XP_003379584.1,CDS,,rna-XM_003379536.1,,"XP_003379584.1
",,,cds-XP_003379584.1,Tsp_03241,,"GenBank:XP_003379584.1,GeneID:10908493",,hypothetical protein,,
NW_003526941.1,RefSeq,CDS,3423683,3423707,.,+,2,XP_003379584.1,CDS,,rna-XM_003379536.1,,"XP_003379584.1
",,,cds-XP_003379584.1,Tsp_03241,,"GenBank:XP_003379584.1,GeneID:10908493",,hypothetical protein,,
NW_003526941.1,RefSeq,CDS,3423764,3423842,.,+,1,XP_003379584.1,CDS,,rna-XM_003379536.1,,"XP_003379584.1
",,,cds-XP_003379584.1,Tsp_03241,,"GenBank:XP_003379584.1,GeneID:10908493",,hypothetical protein,,
NW_003526941.1,RefSeq,CDS,3423929,3423984,.,+,0,XP_003379584.1,CDS,,rna-XM_003379536.1,,"XP_003379584.1
",,,cds-XP_003379584.1,Tsp_03241,,"GenBank:XP_003379584.1,GeneID:10908493",,hypothetical protein,,
NW_003526941.1,RefSeq,CDS,3424048,3424183,.,+,1,XP_003379584.1,CDS,,rna-XM_003379536.1,,"XP_003379584.1
",,,cds-XP_003379584.1,Tsp_03241,,"GenBank:XP_003379584.1,GeneID:10908493",,hypothetical protein,,
NW_003526941.1,RefSeq,gene,3424702,3426001,.,-,.,Tsp_03242,Gene,protein_coding,,,,,,gene-Tsp_03242,"Tsp_03242
",,GeneID:10908494,,,,
NW_003526941.1,RefSeq,mRNA,3424702,3426001,.,-,.,XM_003379537.1,mRNA,,gene-Tsp_03242,"XM_003379537.1
",,,,rna-XM_003379537.1,Tsp_03242,,"GenBank:XM_003379537.1,GeneID:10908494",,hypothetical membrane protein,,
NW_003526941.1,RefSeq,exon,3425986,3426001,.,-,.,,mRNA,,rna-XM_003379537.1,"XM_003379537.1
",,,,exon-XM_003379537.1-1,Tsp_03242,,"GenBank:XM_003379537.1,GeneID:10908494",,hypothetical membrane protein,,
NW_003526941.1,RefSeq,exon,3425711,3425838,.,-,.,,mRNA,,rna-XM_003379537.1,"XM_003379537.1
",,,,exon-XM_003379537.1-2,Tsp_03242,,"GenBank:XM_003379537.1,GeneID:10908494",,hypothetical membrane protein,,
NW_003526941.1,RefSeq,exon,3425077,3425151,.,-,.,,mRNA,,rna-XM_003379537.1,"XM_003379537.1
",,,,exon-XM_003379537.1-3,Tsp_03242,,"GenBank:XM_003379537.1,GeneID:10908494",,hypothetical membrane protein,,
NW_003526941.1,RefSeq,exon,3424702,3424803,.,-,.,,mRNA,,rna-XM_003379537.1,"XM_003379537.1
",,,,exon-XM_003379537.1-4,Tsp_03242,,"GenBank:XM_003379537.1,GeneID:10908494",,hypothetical membrane protein,,
NW_003526941.1,RefSeq,CDS,3425986,3426001,.,-,0,XP_003379585.1,CDS,,rna-XM_003379537.1,,"XP_003379585.1
",,,cds-XP_003379585.1,Tsp_03242,,"GenBank:XP_003379585.1,GeneID:10908494",,hypothetical membrane protein,,
NW_003526941.1,RefSeq,CDS,3425711,3425838,.,-,2,XP_003379585.1,CDS,,rna-XM_003379537.1,,"XP_003379585.1
",,,cds-XP_003379585.1,Tsp_03242,,"GenBank:XP_003379585.1,GeneID:10908494",,hypothetical membrane protein,,
NW_003526941.1,RefSeq,CDS,3425077,3425151,.,-,0,XP_003379585.1,CDS,,rna-XM_003379537.1,,"XP_003379585.1
",,,cds-XP_003379585.1,Tsp_03242,,"GenBank:XP_003379585.1,GeneID:10908494",,hypothetical membrane protein,,
NW_003526941.1,RefSeq,CDS,3424702,3424803,.,-,0,XP_003379585.1,CDS,,rna-XM_003379537.1,,"XP_003379585.1
",,,cds-XP_003379585.1,Tsp_03242,,"GenBank:XP_003379585.1,GeneID:10908494",,hypothetical membrane protein,,
NW_003526941.1,RefSeq,exon,3952447,3952584,.,+,.,,mRNA,,rna-XM_003379653.1,"XM_003379653.1
",,,,exon-XM_003379653.1-2,Tsp_03357,,"GenBank:XM_003379653.1,GeneID:10909096",,hypothetical protein,,
NW_003526941.1,RefSeq,exon,3953389,3953652,.,+,.,,mRNA,,rna-XM_003379653.1,"XM_003379653.1
",,,,exon-XM_003379653.1-3,Tsp_03357,,"GenBank:XM_003379653.1,GeneID:10909096",,hypothetical protein,,
NW_003526941.1,RefSeq,CDS,3952447,3952584,.,+,0,XP_003379701.1,CDS,,rna-XM_003379653.1,,"XP_003379701.1
",,,cds-XP_003379701.1,Tsp_03357,,"GenBank:XP_003379701.1,GeneID:10909096",,hypothetical protein,,
NW_003526941.1,RefSeq,CDS,3953389,3953652,.,+,0,XP_003379701.1,CDS,,rna-XM_003379653.1,,"XP_003379701.1
",,,cds-XP_003379701.1,Tsp_03357,,"GenBank:XP_003379701.1,GeneID:10909096",,hypothetical protein,,
NW_003526941.1,RefSeq,gene,3955882,3956650,.,-,.,Tsp_03358,Gene,protein_coding,,,,,,gene-Tsp_03358,"Tsp_03358
",,GeneID:10909097,,,,
NW_003526941.1,RefSeq,mRNA,3955882,3956650,.,-,.,XM_003379654.1,mRNA,,gene-Tsp_03358,"XM_003379654.1
",,,,rna-XM_003379654.1,Tsp_03358,,"GenBank:XM_003379654.1,GeneID:10909097",,conserved hypothetical protein,,
NW_003526941.1,RefSeq,exon,3956561,3956650,.,-,.,,mRNA,,rna-XM_003379654.1,"XM_003379654.1
",,,,exon-XM_003379654.1-1,Tsp_03358,,"GenBank:XM_003379654.1,GeneID:10909097",,conserved hypothetical protein,,
NW_003526941.1,RefSeq,exon,3955882,3956040,.,-,.,,mRNA,,rna-XM_003379654.1,"XM_003379654.1
",,,,exon-XM_003379654.1-2,Tsp_03358,,"GenBank:XM_003379654.1,GeneID:10909097",,conserved hypothetical protein,,
NW_003526941.1,RefSeq,CDS,3956561,3956650,.,-,0,XP_003379702.1,CDS,,rna-XM_003379654.1,,"XP_003379702.1
",,,cds-XP_003379702.1,Tsp_03358,,"GenBank:XP_003379702.1,GeneID:10909097",,hypothetical protein,,
NW_003526941.1,RefSeq,CDS,3955882,3956040,.,-,0,XP_003379702.1,CDS,,rna-XM_003379654.1,,"XP_003379702.1
",,,cds-XP_003379702.1,Tsp_03358,,"GenBank:XP_003379702.1,GeneID:10909097",,hypothetical protein,,
NW_003526941.1,RefSeq,gene,3961794,3962419,.,+,.,Tsp_03359,Gene,protein_coding,,,,,"true
",gene-Tsp_03359,Tsp_03359,,GeneID:10909098,"3962419,.",,,
NW_003526941.1,RefSeq,mRNA,3961794,3962419,.,+,.,XM_003379655.1,mRNA,,gene-Tsp_03359,"XM_003379655.1
",,,true,rna-XM_003379655.1,Tsp_03359,,"GenBank:XM_003379655.1,GeneID:10909098","3962419,.",hypothetical protein,,
NW_003526941.1,RefSeq,exon,3961794,3961966,.,+,.,,mRNA,,rna-XM_003379655.1,"XM_003379655.1
",,,true,exon-XM_003379655.1-1,Tsp_03359,,"GenBank:XM_003379655.1,GeneID:10909098",,hypothetical protein,,
NW_003526941.1,RefSeq,exon,3962196,3962244,.,+,.,,mRNA,,rna-XM_003379655.1,"XM_003379655.1
",,,true,exon-XM_003379655.1-2,Tsp_03359,,"GenBank:XM_003379655.1,GeneID:10909098",,hypothetical protein,,
NW_003526941.1,RefSeq,exon,3962408,3962419,.,+,.,,mRNA,,rna-XM_003379655.1,"XM_003379655.1
",,,true,exon-XM_003379655.1-3,Tsp_03359,,"GenBank:XM_003379655.1,GeneID:10909098","3962419,.",hypothetical protein,,
NW_003526941.1,RefSeq,CDS,3961794,3961966,.,+,0,XP_003379703.1,CDS,,rna-XM_003379655.1,,"XP_003379703.1
",,true,cds-XP_003379703.1,Tsp_03359,,"GenBank:XP_003379703.1,GeneID:10909098",,hypothetical protein,,5' end%3B 3' end is gene Tsp_03359 on contig Tsp_Contig1.109
NW_003526941.1,RefSeq,CDS,3962196,3962244,.,+,1,XP_003379703.1,CDS,,rna-XM_003379655.1,,"XP_003379703.1
",,true,cds-XP_003379703.1,Tsp_03359,,"GenBank:XP_003379703.1,GeneID:10909098",,hypothetical protein,,5' end%3B 3' end is gene Tsp_03359 on contig Tsp_Contig1.109
NW_003526941.1,RefSeq,CDS,3962408,3962419,.,+,0,XP_003379703.1,CDS,,rna-XM_003379655.1,,"XP_003379703.1
",,true,cds-XP_003379703.1,Tsp_03359,,"GenBank:XP_003379703.1,GeneID:10909098","3962419,.",hypothetical protein,,5' end%3B 3' end is gene Tsp_03359 on contig Tsp_Contig1.109
NW_003526941.1,RefSeq,gene,3962890,3963159,.,+,.,Tsp_03359a,Gene,protein_coding,,,,,true,gene-Tsp_03359a,Tsp_03359a,,GeneID:10909099,,,".,3962890
",
NW_003526941.1,RefSeq,mRNA,3962890,3963159,.,+,.,XM_003379656.1,mRNA,,gene-Tsp_03359a,"XM_003379656.1
",,,true,rna-XM_003379656.1,Tsp_03359a,,"GenBank:XM_003379656.1,GeneID:10909099",,hypothetical protein,".,3962890",
NW_003526941.1,RefSeq,exon,3962890,3963023,.,+,.,,mRNA,,rna-XM_003379656.1,"XM_003379656.1
",,,true,exon-XM_003379656.1-1,Tsp_03359a,,"GenBank:XM_003379656.1,GeneID:10909099",,hypothetical protein,".,3962890",
NW_003526941.1,RefSeq,exon,3963093,3963159,.,+,.,,mRNA,,rna-XM_003379656.1,"XM_003379656.1
",,,true,exon-XM_003379656.1-2,Tsp_03359a,,"GenBank:XM_003379656.1,GeneID:10909099",,hypothetical protein,,
NW_003526941.1,RefSeq,CDS,3962890,3963023,.,+,0,XP_003379704.1,CDS,,rna-XM_003379656.1,,XP_003379704.1,,true,cds-XP_003379704.1,Tsp_03359a,,"GenBank:XP_003379704.1,GeneID:10909099",,hypothetical protein,".,3962890
",3' end%3B 5' end is gene Tsp_03359 on contig Tsp_Contig1.108
NW_003526941.1,RefSeq,CDS,3963093,3963159,.,+,1,XP_003379704.1,CDS,,rna-XM_003379656.1,,"XP_003379704.1
",,true,cds-XP_003379704.1,Tsp_03359a,,"GenBank:XP_003379704.1,GeneID:10909099",,hypothetical protein,,3' end%3B 5' end is gene Tsp_03359 on contig Tsp_Contig1.108
NW_003526941.1,RefSeq,gene,3963185,3963944,.,+,.,Tsp_03360,Gene,protein_coding,,,,,"true
",gene-Tsp_03360,Tsp_03360,,GeneID:10909100,"3963944,.",,,
NW_003526941.1,RefSeq,mRNA,3963185,3963944,.,+,.,XM_003379657.1,mRNA,,gene-Tsp_03360,"XM_003379657.1
",,,true,rna-XM_003379657.1,Tsp_03360,,"GenBank:XM_003379657.1,GeneID:10909100","3963944,.",hypothetical protein,,
NW_003526941.1,RefSeq,exon,3963185,3963191,.,+,.,,mRNA,,rna-XM_003379657.1,"XM_003379657.1
",,,true,exon-XM_003379657.1-1,Tsp_03360,,"GenBank:XM_003379657.1,GeneID:10909100",,hypothetical protein,,
NW_003526941.1,RefSeq,exon,3963385,3963441,.,+,.,,mRNA,,rna-XM_003379657.1,"XM_003379657.1
",,,true,exon-XM_003379657.1-2,Tsp_03360,,"GenBank:XM_003379657.1,GeneID:10909100",,hypothetical protein,,
NW_003526941.1,RefSeq,exon,3963620,3963689,.,+,.,,mRNA,,rna-XM_003379657.1,"XM_003379657.1
",,,true,exon-XM_003379657.1-3,Tsp_03360,,"GenBank:XM_003379657.1,GeneID:10909100",,hypothetical protein,,
NW_003526941.1,RefSeq,exon,3963784,3963823,.,+,.,,mRNA,,rna-XM_003379657.1,"XM_003379657.1
",,,true,exon-XM_003379657.1-4,Tsp_03360,,"GenBank:XM_003379657.1,GeneID:10909100",,hypothetical protein,,
NW_003526941.1,RefSeq,exon,3963843,3963944,.,+,.,,mRNA,,rna-XM_003379657.1,"XM_003379657.1
",,,true,exon-XM_003379657.1-5,Tsp_03360,,"GenBank:XM_003379657.1,GeneID:10909100","3963944,.",hypothetical protein,,
NW_003526941.1,RefSeq,CDS,3963185,3963191,.,+,0,XP_003379705.1,CDS,,rna-XM_003379657.1,,"XP_003379705.1
",,true,cds-XP_003379705.1,Tsp_03360,,"GenBank:XP_003379705.1,GeneID:10909100",,hypothetical protein,,5' end%3B 3' end is gene Tsp_03360 on contig Tsp_Contig1.110
NW_003526941.1,RefSeq,CDS,3963385,3963441,.,+,2,XP_003379705.1,CDS,,rna-XM_003379657.1,,"XP_003379705.1
",,true,cds-XP_003379705.1,Tsp_03360,,"GenBank:XP_003379705.1,GeneID:10909100",,hypothetical protein,,5' end%3B 3' end is gene Tsp_03360 on contig Tsp_Contig1.110
NW_003526941.1,RefSeq,CDS,3963620,3963689,.,+,2,XP_003379705.1,CDS,,rna-XM_003379657.1,,"XP_003379705.1
",,true,cds-XP_003379705.1,Tsp_03360,,"GenBank:XP_003379705.1,GeneID:10909100",,hypothetical protein,,5' end%3B 3' end is gene Tsp_03360 on contig Tsp_Contig1.110
NW_003526941.1,RefSeq,CDS,3963784,3963823,.,+,1,XP_003379705.1,CDS,,rna-XM_003379657.1,,"XP_003379705.1
",,true,cds-XP_003379705.1,Tsp_03360,,"GenBank:XP_003379705.1,GeneID:10909100",,hypothetical protein,,5' end%3B 3' end is gene Tsp_03360 on contig Tsp_Contig1.110
NW_003526941.1,RefSeq,CDS,3963843,3963944,.,+,0,XP_003379705.1,CDS,,rna-XM_003379657.1,,"XP_003379705.1
",,true,cds-XP_003379705.1,Tsp_03360,,"GenBank:XP_003379705.1,GeneID:10909100","3963944,.",hypothetical protein,,5' end%3B 3' end is gene Tsp_03360 on contig Tsp_Contig1.110
NW_003526941.1,RefSeq,gene,3964391,3964450,.,+,.,Tsp_03360a,Gene,protein_coding,,,,,true,gene-Tsp_03360a,Tsp_03360a,,GeneID:10909101,,,".,3964391
",
NW_003526941.1,RefSeq,mRNA,3964391,3964450,.,+,.,XM_003379658.1,mRNA,,gene-Tsp_03360a,"XM_003379658.1
",,,true,rna-XM_003379658.1,Tsp_03360a,,"GenBank:XM_003379658.1,GeneID:10909101",,hypothetical protein,".,3964391",
NW_003526941.1,RefSeq,exon,3964391,3964450,.,+,.,,mRNA,,rna-XM_003379658.1,"XM_003379658.1
",,,true,exon-XM_003379658.1-1,Tsp_03360a,,"GenBank:XM_003379658.1,GeneID:10909101",,hypothetical protein,".,3964391",
